work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_band
2025,3,2,49,190000,24,190000,89,100,84,1,0
2025,3,2,49,155000,24,155000,89,100,84,1,0
2025,3,2,102,128800,24,128800,89,100,84,1,1
2025,3,2,102,95795,24,95795,89,100,84,1,1
2025,3,2,226,156600,24,156600,89,0,84,1,0
2025,3,2,226,111400,24,111400,89,0,84,1,1
2025,3,2,262,175000,24,175000,89,100,84,1,0
2025,3,2,262,175000,24,175000,89,100,84,1,0
2025,3,2,49,190000,24,190000,89,100,84,1,0
2025,3,2,49,155000,24,155000,89,100,84,1,0
2025,3,2,293,385000,24,385000,89,0,84,1,0
2025,3,2,293,160000,24,160000,89,0,84,1,0
2025,2,2,240,160000,24,160000,89,0,84,1,0
2025,2,2,240,85000,24,85000,89,0,84,1,1
2025,2,2,293,209657,24,209657,89,0,84,1,0
2025,2,2,293,106250,24,106250,89,0,84,1,1
2025,1,2,293,256000,24,256000,89,0,84,1,0
2025,1,2,293,176400,24,176400,89,0,84,1,0
2025,2,2,210,240000,24,240000,89,0,84,1,0
2025,2,2,210,136800,24,136800,89,0,84,1,1
2025,2,2,210,720000,24,720000,89,100,84,1,0
2025,2,2,210,100000,24,100000,89,100,84,1,1
2025,2,2,277,720000,24,720000,89,100,84,1,0
2025,2,2,277,100000,24,100000,89,100,84,1,1
2025,3,2,293,170000,24,170000,89,0,84,1,0
2025,3,2,293,150000,24,150000,89,0,84,1,0
2025,3,2,150,199700,24,199700,89,0,84,1,0
2025,3,2,150,165100,24,165100,89,0,84,1,0
2025,3,2,150,131400,24,131400,89,100,84,1,1
2025,3,2,150,108000,24,108000,89,100,84,1,1
2025,3,2,293,287470,24,287470,89,0,84,1,0
2025,3,2,293,132918,24,132918,89,0,84,1,1
2025,2,2,293,200000,24,200000,89,0,84,1,0
2025,2,2,293,158000,24,158000,89,0,84,1,0
2025,3,2,180,176793,24,176793,89,0,84,1,0
2025,3,2,180,123755,24,123755,89,0,84,1,1
2025,2,2,180,160000,24,160000,89,100,84,1,0
2025,2,2,180,119000,24,119000,89,100,84,1,1
2025,3,2,293,225000,24,225000,89,0,84,1,0
2025,3,2,293,150000,24,150000,89,0,84,1,0
2025,3,2,180,225000,24,225000,89,100,84,1,0
2025,3,2,180,146600,24,146600,89,100,84,1,1
2025,3,2,293,168000,2,120000,13,0,12,1,0
2025,3,2,293,78000,2,55714,13,0,12,1,1
2025,3,2,180,356500,24,356500,89,0,84,1,0
2025,3,2,180,224000,24,224000,89,0,84,1,0
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,3,2,293,306000,24,306000,89,0,84,1,0
2025,3,2,293,184000,24,184000,89,0,84,1,0
2025,2,2,292,122000,24,122000,89,0,84,1,1
2025,2,2,292,115000,24,115000,89,0,84,1,1
2025,3,2,293,232000,24,232000,89,0,84,1,0
2025,3,2,293,121500,24,121500,89,0,84,1,1
2025,3,2,102,240000,24,240000,89,0,84,1,0
2025,3,2,102,180000,24,180000,89,0,84,1,0
2025,3,2,150,150000,24,150000,89,0,84,1,0
2025,3,2,150,115000,24,115000,89,0,84,1,1
2025,2,2,150,120000,24,120000,89,0,84,1,1
2025,2,2,150,90000,24,90000,89,0,84,1,1
2025,2,2,150,80000,24,80000,89,100,84,1,1
2025,2,2,150,73000,24,73000,89,100,84,1,1
2025,2,2,150,120000,24,120000,89,0,84,1,1
2025,2,2,150,80000,24,80000,89,0,84,1,1
2025,3,2,85,280300,24,280300,89,100,84,1,0
2025,3,2,85,170300,24,170300,89,100,84,1,0
2025,3,2,210,215000,24,215000,89,0,84,1,0
2025,3,2,210,172000,24,172000,89,0,84,1,0
2025,3,2,150,90000,8,113924,32,0,32,1,1
2025,3,2,150,90000,8,113924,32,0,32,1,1
2025,3,2,150,270250,24,270250,89,0,84,1,0
2025,3,2,150,199750,24,199750,89,0,84,1,0
2025,3,2,226,530000,24,530000,89,0,84,1,0
2025,3,2,226,360000,24,360000,89,0,84,1,0
2025,3,2,226,185000,24,185000,89,0,84,1,0
2025,3,2,226,165000,24,165000,89,0,84,1,0
2025,3,2,308,138000,24,138000,89,100,84,1,1
2025,3,2,308,111000,24,111000,89,100,84,1,1
2025,3,2,38,500000,24,500000,89,0,84,1,0
2025,3,2,38,100000,24,100000,89,0,84,1,1
2025,3,2,226,243000,24,243000,89,0,84,1,0
2025,3,2,226,187000,24,187000,89,0,84,1,0
2025,3,2,226,259000,24,259000,89,0,84,1,0
2025,3,2,226,139400,24,139400,89,0,84,1,1
2025,3,2,180,219000,24,219000,89,0,84,1,0
2025,3,2,180,142000,24,142000,89,0,84,1,1
2025,2,2,293,225000,24,225000,89,0,84,1,0
2025,2,2,293,150000,24,150000,89,0,84,1,0
2025,3,2,294,250200,24,250200,89,0,84,1,0
2025,3,2,294,117200,24,117200,89,0,84,1,1
2025,2,2,276,208000,24,208000,89,0,84,1,0
2025,2,2,276,141340,24,141340,89,0,84,1,1
2025,2,2,293,230000,24,230000,89,0,84,1,0
2025,2,2,293,170000,24,170000,89,0,84,1,0
2025,3,2,292,264200,24,264200,89,0,84,1,0
2025,3,2,292,143100,24,143100,89,0,84,1,1
2025,3,2,85,291200,24,291200,89,0,84,1,0
2025,3,2,85,171300,24,171300,89,0,84,1,0
2025,2,2,293,200000,24,200000,89,0,84,1,0
2025,2,2,293,158000,24,158000,89,0,84,1,0
2025,3,2,308,138000,24,138000,89,100,84,1,1
2025,3,2,308,111000,24,111000,89,100,84,1,1
2025,2,2,293,198000,24,198000,89,0,84,1,0
2025,2,2,293,101000,24,101000,89,0,84,1,1
2025,2,2,293,124100,24,124100,89,100,84,1,1
2025,2,2,293,99300,24,99300,89,100,84,1,1
2025,2,2,181,280000,24,280000,89,0,84,1,0
2025,2,2,181,240000,24,240000,89,0,84,1,0
2025,2,2,181,280000,24,280000,89,0,84,1,0
2025,2,2,181,240000,24,240000,89,0,84,1,0
2025,3,2,210,244000,24,244000,89,100,84,1,0
2025,3,2,210,184000,24,184000,89,100,84,1,0
2025,3,2,291,223400,24,223400,89,0,84,1,0
2025,3,2,291,96800,24,96800,89,0,84,1,1
2025,2,2,172,6324000,12,74778,13,0,12,1,0
2025,2,2,172,2876000,12,34007,13,0,12,1,0
2025,3,2,180,100000,2,71428,13,0,12,1,1
2025,3,2,180,90000,2,64285,13,0,12,1,1
2025,2,2,266,102000,2,72857,13,0,12,1,1
2025,2,2,266,100000,2,71428,13,0,12,1,1
2025,2,2,292,137500,24,137500,13,0,12,1,1
2025,2,2,292,86000,24,86000,13,0,12,1,1
2025,2,2,297,110800,24,110800,13,100,12,1,1
2025,2,2,297,69400,24,69400,13,100,12,1,1
2025,3,2,172,115000,2,82142,13,0,12,1,1
2025,3,2,172,105000,2,75000,13,0,12,1,1
2025,2,2,292,224200,24,224200,89,0,84,1,0
2025,2,2,292,131900,24,131900,89,0,84,1,1
2025,3,2,102,78960,7,83115,53,0,51,1,1
2025,3,2,102,45720,7,48126,53,0,51,1,1
2025,3,2,102,135400,24,135400,89,0,84,1,1
2025,3,2,102,65800,24,65800,89,0,84,1,1
2025,3,2,102,140920,24,140920,13,0,12,1,1
2025,3,2,102,75880,24,75880,13,0,12,1,1
2025,3,2,294,210000,24,210000,89,0,84,1,0
2025,3,2,294,130000,24,130000,89,0,84,1,1
2025,3,2,102,126172,24,126172,89,0,84,1,1
2025,3,2,102,91761,24,91761,89,0,84,1,1
2025,3,2,102,150000,24,150000,89,0,84,1,0
2025,3,2,102,130000,24,130000,89,0,84,1,1
2025,2,2,102,311779,24,311779,89,0,84,1,0
2025,2,2,102,194862,24,194862,89,0,84,1,0
2025,3,2,102,170040,24,170040,89,0,84,1,0
2025,3,2,102,113360,24,113360,89,0,84,1,1
2025,3,2,293,187740,24,187740,89,0,84,1,0
2025,3,2,293,88800,24,88800,89,0,84,1,1
2025,3,2,25,115200,24,115200,13,0,12,1,1
2025,3,2,25,73000,24,73000,13,0,12,1,1
2025,3,2,29,125000,2,89285,13,100,12,1,1
2025,3,2,29,113000,2,80714,13,100,12,1,1
2025,3,2,102,124300,24,124300,89,0,84,1,1
2025,3,2,102,101469,24,101469,89,0,84,1,1
2025,3,2,102,306640,24,306640,89,0,84,1,0
2025,3,2,102,141530,24,141530,89,0,84,1,1
2025,3,2,25,94620,24,94620,89,0,84,1,1
2025,3,2,25,75700,24,75700,89,0,84,1,1
2025,0,2,89,48000,7,50526,55,0,53,1,1
2025,0,2,89,27360,7,28800,55,0,53,1,1
2025,3,2,29,145000,24,145000,89,100,84,1,1
2025,3,2,29,108000,24,108000,89,100,84,1,1
2025,3,2,102,160000,24,160000,89,0,84,1,0
2025,3,2,102,140000,24,140000,89,0,84,1,1
2025,0,2,240,75000,8,94936,32,0,32,1,1
2025,0,2,240,60000,8,75949,32,0,32,1,1
2025,0,2,25,75000,8,94936,32,0,32,1,1
2025,0,2,25,60000,8,75949,32,0,32,1,1
2025,3,2,180,284280,24,284280,89,0,84,1,0
2025,3,2,180,130295,24,130295,89,0,84,1,1
2025,3,2,102,209100,24,209100,89,0,84,0,0
2025,3,2,102,154600,24,154600,89,0,84,0,0
2025,2,2,102,171288,24,171288,89,0,84,1,0
2025,2,2,102,88452,24,88452,89,0,84,1,1
2025,3,2,102,159960,24,159960,89,100,84,1,0
2025,3,2,102,106640,24,106640,89,100,84,1,1
2025,2,2,25,97900,24,97900,89,0,84,1,1
2025,2,2,25,71594,24,71594,89,0,84,1,1
2025,3,2,102,194086,24,194086,89,0,84,1,0
2025,3,2,102,129391,24,129391,89,0,84,1,1
2025,2,2,305,121900,24,121900,89,0,84,1,1
2025,2,2,305,67300,24,67300,89,0,84,1,1
2025,3,2,150,296300,24,296300,89,0,84,1,0
2025,3,2,150,197500,24,197500,89,0,84,1,0
2025,3,2,150,54876,7,57764,5,0,5,1,1
2025,3,2,150,43728,7,46029,5,0,5,1,1
2025,3,2,150,288400,24,288400,89,0,84,1,0
2025,3,2,150,144200,24,144200,89,0,84,1,1
2025,2,2,226,194000,24,194000,89,0,84,1,0
2025,2,2,226,145000,24,145000,89,0,84,1,1
2025,2,2,102,135000,24,135000,89,100,84,1,1
2025,2,2,102,100000,24,100000,89,100,84,1,1
2025,3,2,58,145000,24,145000,89,0,84,1,1
2025,3,2,58,110000,24,110000,89,0,84,1,1
2025,2,2,172,130000,24,130000,89,100,84,1,1
2025,2,2,172,110000,24,110000,89,100,84,1,1
2025,0,2,89,87650,24,87650,13,0,12,1,1
2025,0,2,89,59200,24,59200,13,0,12,1,1
2025,3,2,180,158100,24,158100,89,100,84,1,0
2025,3,2,180,85300,24,85300,89,100,84,1,1
2025,3,2,180,186800,24,186800,89,100,84,1,0
2025,3,2,180,100900,24,100900,89,100,84,1,1
2025,0,2,89,108900,24,108900,89,0,84,1,1
2025,0,2,89,92100,24,92100,89,0,84,1,1
2025,3,2,102,150000,24,150000,89,0,84,1,0
2025,3,2,102,135000,24,135000,89,0,84,1,1
2025,3,2,102,160000,24,160000,89,0,84,1,0
2025,3,2,102,140000,24,140000,89,0,84,1,1
2025,3,2,262,254400,24,254400,89,0,84,1,0
2025,3,2,262,152600,24,152600,89,0,84,1,0
2025,2,2,102,151440,24,151440,89,0,84,1,0
2025,2,2,102,100960,24,100960,89,0,84,1,1
2025,3,2,204,208300,24,208300,89,0,84,1,0
2025,3,2,204,104500,24,104500,89,0,84,1,1
2025,3,2,89,155000,24,155000,89,100,84,1,0
2025,3,2,89,80000,24,80000,89,100,84,1,1
2025,3,2,181,303000,24,303000,89,0,84,1,0
2025,3,2,181,210000,24,210000,89,0,84,1,0
2025,3,2,180,204500,24,204500,89,0,84,1,0
2025,3,2,180,126000,24,126000,89,0,84,1,1
2025,3,2,180,239000,24,239000,89,0,84,1,0
2025,3,2,180,159000,24,159000,89,0,84,1,0
2025,3,2,180,219000,24,219000,89,0,84,1,0
2025,3,2,180,142000,24,142000,89,0,84,1,1
2025,2,2,293,314400,24,314400,89,0,84,1,0
2025,2,2,293,161600,24,161600,89,0,84,1,0
2025,2,2,293,220000,24,220000,89,0,84,1,0
2025,2,2,293,166000,24,166000,89,0,84,1,0
2025,3,2,293,160000,24,160000,89,0,84,1,0
2025,3,2,293,120000,24,120000,89,0,84,1,1
2025,3,2,293,348000,18,85503,69,0,67,1,0
2025,3,2,293,232000,18,57002,69,0,67,1,0
2025,2,2,226,215000,24,215000,89,0,84,1,0
2025,2,2,226,215000,24,215000,89,0,84,1,0
2025,2,2,180,237500,24,237500,89,0,84,1,0
2025,2,2,180,128300,24,128300,89,0,84,1,1
2025,3,2,293,340000,24,340000,89,0,84,1,0
2025,3,2,293,212000,24,212000,89,0,84,1,0
2025,3,2,293,306000,24,306000,89,0,84,1,0
2025,3,2,293,191000,24,191000,89,0,84,1,0
2025,3,2,293,340000,24,340000,89,0,84,1,0
2025,3,2,293,212000,24,212000,89,0,84,1,0
2025,3,2,293,340000,24,340000,89,0,84,1,0
2025,3,2,293,212000,24,212000,89,0,84,1,0
2025,3,2,293,306000,24,306000,89,0,84,1,0
2025,3,2,293,191000,24,191000,89,0,84,1,0
2025,3,2,180,220000,24,220000,89,0,84,1,0
2025,3,2,180,175000,24,175000,89,0,84,1,0
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,2,2,293,198000,24,198000,89,0,84,1,0
2025,2,2,293,132000,24,132000,89,0,84,1,1
2025,3,2,180,252000,24,252000,89,0,84,1,0
2025,3,2,180,168000,24,168000,89,0,84,1,0
2025,3,2,171,198000,24,198000,89,0,84,1,0
2025,3,2,171,132000,24,132000,89,0,84,1,1
2025,3,2,180,224000,24,224000,89,0,84,1,0
2025,3,2,180,179200,24,179200,89,0,84,1,0
2025,3,2,180,220000,24,220000,89,0,84,1,0
2025,3,2,180,175000,24,175000,89,0,84,1,0
2025,3,2,292,187200,24,187200,89,0,84,1,0
2025,3,2,292,114400,24,114400,89,0,84,1,1
2025,2,2,292,156000,24,156000,89,0,84,1,0
2025,2,2,292,93600,24,93600,89,0,84,1,1
2025,2,2,180,143000,24,143000,89,0,84,1,1
2025,2,2,180,104000,24,104000,89,0,84,1,1
2025,2,2,180,170000,24,170000,89,100,84,1,0
2025,2,2,180,150000,24,150000,89,100,84,1,0
2025,2,2,180,203000,24,203000,89,0,84,1,0
2025,2,2,180,142000,24,142000,89,0,84,1,1
2025,3,2,180,252000,24,252000,89,0,84,1,0
2025,3,2,180,168000,24,168000,89,0,84,1,0
2025,3,2,180,252000,24,252000,89,0,84,1,0
2025,3,2,180,168000,24,168000,89,0,84,1,0
2025,3,2,180,252000,24,252000,89,0,84,1,0
2025,3,2,180,168000,24,168000,89,0,84,1,0
2025,3,2,180,231000,24,231000,89,0,84,1,0
2025,3,2,180,154000,24,154000,89,0,84,1,0
2025,3,2,180,273000,24,273000,89,0,84,1,0
2025,3,2,180,180000,24,180000,89,0,84,1,0
2025,2,2,293,208800,24,208800,89,0,84,1,0
2025,2,2,293,98300,24,98300,89,0,84,1,1
2025,3,2,171,242595,24,242595,89,0,84,1,0
2025,3,2,171,155250,24,155250,89,0,84,1,0
2025,3,2,25,182000,24,182000,89,0,84,1,0
2025,3,2,25,114000,24,114000,89,0,84,1,1
2025,3,2,293,230000,24,230000,89,0,84,1,0
2025,3,2,293,200000,24,200000,89,0,84,1,0
2025,3,2,293,322000,24,322000,89,100,84,1,0
2025,3,2,293,185800,24,185800,89,100,84,1,0
2025,3,2,180,231000,24,231000,89,0,84,1,0
2025,3,2,180,154000,24,154000,89,0,84,1,0
2025,3,2,180,170000,24,170000,89,0,84,1,0
2025,3,2,180,128000,24,128000,89,0,84,1,1
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,3,2,180,213000,24,213000,89,0,84,1,0
2025,3,2,180,142000,24,142000,89,0,84,1,1
2025,2,2,180,180000,24,180000,89,0,84,1,0
2025,2,2,180,120000,24,120000,89,0,84,1,1
2025,2,2,180,252000,24,252000,89,0,84,1,0
2025,2,2,180,138000,24,138000,89,0,84,1,1
2025,3,2,292,264500,24,264500,89,0,84,1,0
2025,3,2,292,136000,24,136000,89,0,84,1,1
2025,2,2,293,207000,24,207000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,3,2,180,165000,24,165000,89,0,84,1,0
2025,3,2,180,120000,24,120000,89,0,84,1,1
2025,3,2,180,188000,24,188000,89,0,84,1,0
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,2,2,293,252000,24,252000,89,0,84,1,0
2025,2,2,293,138000,24,138000,89,0,84,1,1
2025,3,2,180,223900,24,223900,89,100,84,1,0
2025,3,2,180,190315,24,190315,89,100,84,1,0
2025,2,2,293,254400,24,254400,89,0,84,1,0
2025,2,2,293,160000,24,160000,89,0,84,1,0
2025,0,2,25,94400,24,94400,89,0,84,1,1
2025,0,2,25,53800,24,53800,89,0,84,1,1
2025,2,2,150,125400,24,125400,89,0,84,1,1
2025,2,2,150,83600,24,83600,89,0,84,1,1
2025,3,2,180,190000,24,190000,89,0,84,1,0
2025,3,2,180,142000,24,142000,89,0,84,1,1
2025,2,2,293,171000,24,171000,89,0,84,1,0
2025,2,2,293,114000,24,114000,89,0,84,1,1
2025,2,2,180,213000,24,213000,89,0,84,1,0
2025,2,2,180,142000,24,142000,89,0,84,1,1
2025,3,2,293,252000,24,252000,89,0,84,1,0
2025,3,2,293,168000,24,168000,89,0,84,1,0
2025,2,2,180,203000,24,203000,89,0,84,1,0
2025,2,2,180,147000,24,147000,89,0,84,1,1
2025,3,2,79,246300,24,246300,89,0,84,1,0
2025,3,2,79,154200,24,154200,89,0,84,1,0
2025,3,2,180,323000,24,323000,89,0,84,1,0
2025,3,2,180,230000,24,230000,89,0,84,1,0
2025,3,2,180,278000,24,278000,89,0,84,1,0
2025,3,2,180,198000,24,198000,89,0,84,1,0
2025,3,2,180,323000,24,323000,89,0,84,1,0
2025,3,2,180,230000,24,230000,89,0,84,1,0
2025,3,2,180,323000,24,323000,89,0,84,1,0
2025,3,2,180,230000,24,230000,89,0,84,1,0
2025,3,2,180,278000,24,278000,89,0,84,1,0
2025,3,2,180,198000,24,198000,89,0,84,1,0
2025,3,2,226,205000,24,205000,89,0,84,1,0
2025,3,2,226,128000,24,128000,89,0,84,1,1
2025,2,2,293,178100,24,178100,89,100,84,1,0
2025,2,2,293,79000,24,79000,89,100,84,1,1
2025,2,2,293,178100,24,178100,89,100,84,1,0
2025,2,2,293,79000,24,79000,89,100,84,1,1
2025,3,2,102,225000,24,225000,89,0,84,1,0
2025,3,2,102,185000,24,185000,89,0,84,1,0
2025,3,2,293,220000,24,220000,89,100,84,1,0
2025,3,2,293,175000,24,175000,89,100,84,1,0
2025,2,2,292,205000,24,205000,89,0,84,1,0
2025,2,2,292,151000,24,151000,89,0,84,1,0
2025,3,2,180,150000,24,150000,89,0,84,1,0
2025,3,2,180,110000,24,110000,89,0,84,1,1
2025,3,2,150,222480,24,222480,89,0,84,1,0
2025,3,2,150,92700,24,92700,89,0,84,1,1
2025,3,2,180,211180,24,211180,89,100,84,1,0
2025,3,2,180,127890,24,127890,89,100,84,1,1
2025,3,2,294,365000,24,365000,89,0,84,1,0
2025,3,2,294,155500,24,155500,89,0,84,1,0
2025,3,2,293,136333,24,136333,13,100,12,1,1
2025,3,2,293,115400,24,115400,13,100,12,1,1
2025,2,2,102,60000,8,75949,32,0,32,1,1
2025,2,2,102,60000,8,75949,32,0,32,1,1
2025,3,2,226,356500,24,356500,89,0,84,1,0
2025,3,2,226,224000,24,224000,89,0,84,1,0
2025,3,2,180,253000,24,253000,89,0,84,1,0
2025,3,2,180,128000,24,128000,89,0,84,1,1
2025,3,2,180,160000,24,160000,89,100,84,1,0
2025,3,2,180,120000,24,120000,89,100,84,1,1
2025,3,2,137,100000,8,126582,32,0,32,1,1
2025,3,2,137,42500,8,53797,32,0,32,1,1
2025,2,2,293,144660,24,144660,89,100,84,1,1
2025,2,2,293,90480,24,90480,89,100,84,1,1
2025,3,2,293,211180,24,211180,89,100,84,1,0
2025,3,2,293,127890,24,127890,89,100,84,1,1
2025,2,2,180,280000,24,280000,89,0,84,1,0
2025,2,2,180,230000,24,230000,89,0,84,1,0
2025,3,2,171,180840,24,180840,13,0,12,1,0
2025,3,2,171,131500,24,131500,13,0,12,1,1
2025,3,2,308,200000,24,200000,89,0,84,1,0
2025,3,2,308,150000,24,150000,89,0,84,1,0
2025,3,2,38,200000,24,200000,89,100,84,1,0
2025,3,2,38,170000,24,170000,89,100,84,1,0
2025,2,2,226,312200,24,312200,89,0,84,1,0
2025,2,2,226,151500,24,151500,89,0,84,1,0
2025,3,2,276,250000,24,250000,89,0,84,1,0
2025,3,2,276,160000,24,160000,89,0,84,1,0
2025,3,2,262,327750,24,327750,89,0,84,1,0
2025,3,2,262,168000,24,168000,89,0,84,1,0
2025,3,2,262,327750,24,327750,89,0,84,1,0
2025,3,2,262,168000,24,168000,89,0,84,1,0
2025,3,2,210,150000,24,150000,89,0,84,1,0
2025,3,2,210,150000,24,150000,89,0,84,1,0
2025,2,2,293,250000,24,250000,89,0,84,1,0
2025,2,2,293,170000,24,170000,89,0,84,1,0
2025,2,2,226,187000,24,187000,89,0,84,1,0
2025,2,2,226,129000,24,129000,89,0,84,1,1
2025,2,2,293,237000,24,237000,89,0,84,1,0
2025,2,2,293,103400,24,103400,89,0,84,1,1
2025,1,2,21,150000,24,150000,89,0,84,1,0
2025,1,2,21,120000,24,120000,89,0,84,1,1
2025,1,2,21,150000,24,150000,89,0,84,1,0
2025,1,2,21,120000,24,120000,89,0,84,1,1
2025,3,2,180,264500,24,264500,89,0,84,1,0
2025,3,2,180,136000,24,136000,89,0,84,1,1
2025,2,2,150,120000,24,120000,89,0,84,1,1
2025,2,2,150,105000,24,105000,89,0,84,1,1
2025,3,2,104,39748,8,50313,32,0,32,1,1
2025,3,2,104,34978,8,44275,32,0,32,1,1
2025,1,2,103,237826,24,237826,89,0,84,1,0
2025,1,2,103,172964,24,172964,89,0,84,1,0
2025,2,2,27,160000,24,160000,89,100,84,1,0
2025,2,2,27,130000,24,130000,89,100,84,1,1
2025,0,2,195,30000,8,37974,89,0,84,1,1
2025,0,2,195,25000,8,31645,89,0,84,1,1
2025,3,2,139,140000,24,140000,89,100,84,1,1
2025,3,2,139,110000,24,110000,89,100,84,1,1
2025,2,0,25,90000,24,90000,13,0,12,1,1
2025,2,0,25,73000,24,73000,13,0,12,1,1
2025,2,2,226,259000,24,259000,89,0,84,1,0
2025,2,2,226,124300,24,124300,89,0,84,1,1
2025,0,2,180,106400,24,106400,89,100,84,1,1
2025,0,2,180,90900,24,90900,89,100,84,1,1
2025,3,2,124,162200,24,162200,89,100,84,1,0
2025,3,2,124,113700,24,113700,89,100,84,1,1
2025,3,2,226,598287,24,598287,89,0,84,1,0
2025,3,2,226,122100,24,122100,89,0,84,1,1
2025,2,2,40,123696,24,123696,89,0,84,1,1
2025,2,2,40,77760,24,77760,89,0,84,1,1
2025,2,2,210,250600,24,250600,89,0,84,1,0
2025,2,2,210,135400,24,135400,89,0,84,1,1
2025,3,2,210,260200,24,260200,89,100,84,1,0
2025,3,2,210,157750,24,157750,89,100,84,1,0
2025,2,2,102,125200,24,125200,89,100,84,1,1
2025,2,2,102,75100,24,75100,89,100,84,1,1
2025,3,2,99,198600,24,198600,89,0,84,1,0
2025,3,2,99,105800,24,105800,89,0,84,1,1
2025,3,2,89,79464,24,79464,89,0,84,1,1
2025,3,2,89,57612,24,57612,89,0,84,1,1
2025,0,2,89,50000,24,50000,89,0,84,1,1
2025,0,2,89,40000,24,40000,89,0,84,1,1
2025,2,2,89,48860,8,61848,32,0,32,1,1
2025,2,2,89,45574,8,57688,32,0,32,1,1
2025,0,2,89,54876,7,57764,5,0,5,1,1
2025,0,2,89,43728,7,46029,5,0,5,1,1
2025,0,2,89,123404,24,123404,89,0,84,1,1
2025,0,2,89,89748,24,89748,89,0,84,1,1
2025,3,2,25,103100,24,103100,89,0,84,1,1
2025,3,2,25,66000,24,66000,89,0,84,1,1
2025,0,2,89,128400,24,128400,89,0,84,1,1
2025,0,2,89,80300,24,80300,89,0,84,1,1
2025,3,2,226,156600,24,156600,89,0,84,1,0
2025,3,2,226,111400,24,111400,89,0,84,1,1
2025,2,2,96,128300,24,128300,89,0,84,1,1
2025,2,2,96,128000,24,128000,89,0,84,1,1
2025,2,2,96,128300,24,128300,89,0,84,1,1
2025,2,2,96,73300,24,73300,89,0,84,1,1
2025,2,2,96,128300,24,128300,89,0,84,1,1
2025,2,2,96,73300,24,73300,89,0,84,1,1
2025,2,2,180,137000,24,137000,89,0,84,1,1
2025,2,2,180,60400,24,60400,89,0,84,1,1
2025,3,2,38,204000,24,204000,89,0,84,1,0
2025,3,2,38,145000,24,145000,89,0,84,1,1
2025,3,2,180,247600,24,247600,89,0,84,0,0
2025,3,2,180,143300,24,143300,89,0,84,0,1
2025,1,2,278,180000,24,180000,89,100,84,1,0
2025,1,2,278,144000,24,144000,89,100,84,1,1
2025,0,2,180,60000,24,60000,89,0,84,1,1
2025,0,2,180,50000,24,50000,89,0,84,1,1
2025,2,2,69,105000,24,105000,89,0,84,1,1
2025,2,2,69,95000,24,95000,89,0,84,1,1
2025,2,2,293,169620,24,169620,89,0,84,1,0
2025,2,2,293,138780,24,138780,89,0,84,1,1
2025,2,2,150,184100,24,184100,89,0,84,1,0
2025,2,2,150,80500,24,80500,89,0,84,1,1
2025,2,2,150,117600,24,117600,89,0,84,1,1
2025,2,2,150,82800,24,82800,89,0,84,1,1
2025,3,2,150,174000,24,174000,89,100,84,1,0
2025,3,2,150,144000,24,144000,89,100,84,1,1
2025,3,2,58,155000,24,155000,89,0,84,1,0
2025,3,2,58,120000,24,120000,89,0,84,1,1
2025,0,0,247,40000,8,50632,32,0,32,1,1
2025,0,0,247,30000,8,37974,32,0,32,1,1
2025,3,2,89,130000,24,130000,89,0,84,1,1
2025,3,2,89,90000,24,90000,89,0,84,1,1
2025,2,2,226,168630,24,168630,89,0,84,1,0
2025,2,2,226,121732,24,121732,89,0,84,1,1
2025,3,2,89,144000,24,144000,89,0,84,1,1
2025,3,2,89,134000,24,134000,89,0,84,1,1
2025,2,2,89,99500,24,99500,89,0,84,1,1
2025,2,2,89,62300,24,62300,89,0,84,1,1
2025,2,2,180,202675,24,202675,89,0,84,1,0
2025,2,2,180,88500,24,88500,89,0,84,1,1
2025,3,2,210,75000,8,94936,32,0,32,1,1
2025,3,2,210,70000,8,88607,32,0,32,1,1
2025,2,2,102,167325,24,167325,89,0,84,1,0
2025,2,2,102,66500,24,66500,89,0,84,1,1
2025,3,2,38,287500,24,287500,89,0,84,1,0
2025,3,2,38,148000,24,148000,89,0,84,1,0
2025,0,2,293,237100,24,237100,89,0,84,1,0
2025,0,2,293,111100,24,111100,89,0,84,1,1
2025,2,2,154,78555,24,78555,89,0,84,1,1
2025,2,2,154,60400,24,60400,89,0,84,1,1
2025,3,2,293,183580,24,183580,89,100,84,1,0
2025,3,2,293,111260,24,111260,89,100,84,1,1
2025,2,2,40,237100,24,237100,89,0,84,1,0
2025,2,2,40,133300,24,133300,89,0,84,1,1
2025,3,2,293,180000,24,180000,89,100,84,1,0
2025,3,2,293,140000,24,140000,89,100,84,1,1
2025,0,2,25,216000,24,216000,89,0,84,1,0
