work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_band
2025,3,2,262,150000,24,150000,89,100,84,1,0
2025,0,2,43,176150,24,176150,89,0,84,1,0
2025,0,2,43,112700,24,112700,89,0,84,1,1
2025,3,2,150,193750,24,193750,89,0,84,1,0
2025,3,2,150,124000,24,124000,89,0,84,1,1
2025,3,2,150,258000,24,258000,89,0,84,1,0
2025,3,2,150,172000,24,172000,89,0,84,1,0
2025,2,2,150,118273,24,118273,89,0,84,1,1
2025,2,2,150,87419,24,87419,89,0,84,1,1
2025,3,2,150,173296,24,173296,89,0,84,1,0
2025,3,2,150,103978,24,103978,89,0,84,1,1
2025,3,2,150,115000,24,115000,89,0,84,1,1
2025,3,2,150,110000,24,110000,89,0,84,1,1
2025,3,2,150,201783,24,201783,89,0,84,1,0
2025,3,2,150,146751,24,146751,89,0,84,1,1
2025,2,2,4,125000,24,125000,89,0,84,1,1
2025,2,2,4,105000,24,105000,89,0,84,1,1
2025,3,2,25,142133,24,142133,89,100,84,1,1
2025,3,2,25,60643,24,60643,89,100,84,1,1
2025,3,2,89,72000,24,72000,89,0,84,1,1
2025,3,2,89,46000,24,46000,89,0,84,1,1
2025,0,2,25,98000,24,98000,89,0,84,1,1
2025,0,2,25,89000,24,89000,89,0,84,1,1
2025,0,2,104,101475,24,101475,89,0,84,1,1
2025,0,2,104,64575,24,64575,89,0,84,1,1
2025,3,2,104,234300,24,234300,89,0,84,1,0
2025,3,2,104,96900,24,96900,89,0,84,1,1
2025,2,2,226,197280,24,197280,13,0,12,1,0
2025,2,2,226,118368,24,118368,13,0,12,1,1
2025,3,2,102,227950,24,227950,89,0,84,1,0
2025,3,2,102,126100,24,126100,89,0,84,1,1
2025,3,2,102,150200,24,150200,89,0,84,1,0
2025,3,2,102,138715,24,138715,89,0,84,1,1
2025,2,0,210,80000,8,101265,32,0,32,1,1
2025,2,0,210,75000,8,94936,32,0,32,1,1
2025,2,2,172,86700,24,86700,89,0,84,1,1
2025,2,2,172,65025,24,65025,89,0,84,1,1
2025,3,2,171,180000,24,180000,89,0,84,1,0
2025,3,2,171,137510,24,137510,89,0,84,1,1
2025,2,2,226,188500,24,188500,89,0,84,1,0
2025,2,2,226,138715,24,138715,89,0,84,1,1
2025,3,2,240,190000,24,190000,89,0,84,1,0
2025,3,2,240,119574,24,119574,89,0,84,1,1
2025,3,2,180,81250,8,102848,32,100,32,1,1
2025,3,2,180,62500,8,79113,32,100,32,1,1
2025,3,2,171,190000,24,190000,89,0,84,1,0
2025,3,2,171,137510,24,137510,89,0,84,1,1
2025,2,2,240,155000,24,155000,89,0,84,1,0
2025,2,2,240,107957,24,107957,89,0,84,1,1
2025,0,2,63,120000,24,120000,89,0,84,1,1
2025,0,2,63,90000,24,90000,89,0,84,1,1
2025,3,2,180,189175,24,189175,89,0,84,1,0
2025,3,2,180,104650,24,104650,89,0,84,1,1
2025,2,2,180,115100,24,115100,89,100,84,1,1
2025,2,2,180,61800,24,61800,89,100,84,1,1
2025,2,2,180,167575,24,167575,89,100,84,1,0
2025,2,2,180,111717,24,111717,89,100,84,1,1
2025,0,2,180,70000,24,70000,89,0,84,1,1
2025,0,2,180,54600,24,54600,89,0,84,1,1
2025,0,2,288,50000,24,50000,89,0,84,1,1
2025,0,2,288,40000,24,40000,89,0,84,1,1
2025,3,2,25,120000,24,120000,89,100,84,1,1
2025,3,2,25,96000,24,96000,89,100,84,1,1
2025,3,2,180,181500,24,181500,89,0,84,1,0
2025,3,2,180,139600,24,139600,89,0,84,1,1
2025,0,2,82,99875,24,99875,89,0,84,1,1
2025,0,2,82,55250,24,55250,89,0,84,1,1
2025,3,2,180,600593,24,600593,89,0,84,1,0
2025,3,2,180,82600,24,82600,89,0,84,1,1
2025,3,2,120,149400,24,149400,89,0,84,1,0
2025,3,2,120,84000,24,84000,89,0,84,1,1
2025,0,2,163,138000,24,138000,89,0,84,1,1
2025,0,2,163,86000,24,86000,89,0,84,1,1
2025,3,2,294,178200,24,178200,89,0,84,1,0
2025,3,2,294,129600,24,129600,89,0,84,1,1
2025,3,0,102,98000,24,98000,89,100,84,1,1
2025,3,0,102,88000,24,88000,89,100,84,1,1
2025,3,2,102,186754,24,186754,89,0,84,1,0
2025,3,2,102,101000,24,101000,89,0,84,1,1
2025,3,2,102,149400,24,149400,89,0,84,1,0
2025,3,2,102,84000,24,84000,89,0,84,1,1
2025,3,2,102,167471,24,167471,89,100,84,1,0
2025,3,2,102,167471,24,167471,89,100,84,1,0
2025,2,2,102,149183,24,149183,89,100,84,1,0
2025,2,2,102,108497,24,108497,89,100,84,1,1
2025,3,2,277,128000,24,128000,89,0,84,1,1
2025,3,2,277,80000,24,80000,89,0,84,1,1
2025,0,2,147,70000,24,70000,89,0,84,1,1
2025,0,2,147,56000,24,56000,89,0,84,1,1
2025,3,2,99,207000,24,207000,89,0,84,1,0
2025,3,2,99,122400,24,122400,89,0,84,1,1
2025,0,2,40,75774,24,75774,89,0,84,1,1
2025,0,2,40,62645,24,62645,89,0,84,1,1
2025,3,2,89,123075,24,123075,89,100,84,1,1
2025,3,2,89,86155,24,86155,89,100,84,1,1
2025,2,2,150,161866,24,161866,89,0,84,1,0
2025,2,2,150,102419,24,102419,89,0,84,1,1
2025,3,2,150,180000,24,180000,89,100,84,1,0
2025,3,2,150,155000,24,155000,89,100,84,1,0
2025,3,2,226,200000,24,200000,29,0,29,1,0
2025,3,2,226,130000,24,130000,29,0,29,1,1
2025,2,2,293,128000,24,128000,22,0,22,1,1
2025,2,2,293,80000,24,80000,22,0,22,1,1
2025,3,2,296,200143,24,200143,89,0,84,1,0
2025,3,2,296,150143,24,150143,89,0,84,1,0
2025,2,2,293,156000,24,156000,89,0,84,1,0
2025,2,2,293,97000,24,97000,89,0,84,1,1
2025,3,2,102,215900,24,215900,89,0,84,1,0
2025,3,2,102,112500,24,112500,89,0,84,1,1
2025,0,2,40,141450,24,141450,89,0,84,1,1
2025,0,2,40,70550,24,70550,89,0,84,1,1
2025,3,2,180,257600,24,257600,89,0,84,1,0
2025,3,2,180,126650,24,126650,89,0,84,1,1
2025,3,2,4,180000,24,180000,89,0,84,1,0
2025,3,2,4,170000,24,170000,89,0,84,1,0
2025,2,2,40,120000,24,120000,89,0,84,1,1
2025,2,2,40,88500,24,88500,89,0,84,1,1
2025,3,2,226,225000,24,225000,89,0,84,1,0
2025,3,2,226,180000,24,180000,89,0,84,1,0
2025,3,2,150,194000,24,194000,89,100,84,1,0
2025,3,2,150,141100,24,141100,89,100,84,1,1
2025,3,2,150,75000,24,75000,89,100,84,1,1
2025,3,2,150,75000,24,75000,89,100,84,1,1
2025,2,2,127,100000,24,100000,89,0,84,1,1
2025,2,2,127,75000,24,75000,89,0,84,1,1
2025,2,2,146,140000,24,140000,89,0,84,1,1
2025,2,2,146,120000,24,120000,89,0,84,1,1
2025,1,2,103,256000,24,256000,89,0,84,1,0
2025,1,2,103,220000,24,220000,89,0,84,1,0
2025,3,2,63,124800,24,124800,89,0,84,1,1
2025,3,2,63,76128,24,76128,89,0,84,1,1
2025,2,2,66,130000,24,130000,89,0,84,1,1
2025,2,2,66,110000,24,110000,89,0,84,1,1
2025,3,3,99,160000,24,160000,89,100,84,1,0
2025,3,3,99,140000,24,140000,89,100,84,1,1
2025,3,2,89,140000,24,140000,89,0,84,1,1
2025,3,2,89,120000,24,120000,89,0,84,1,1
2025,3,2,226,115000,24,115000,89,0,84,1,1
2025,3,2,226,95000,24,95000,89,0,84,1,1
2025,0,2,180,90000,24,90000,89,0,84,1,1
2025,0,2,180,43200,24,43200,89,0,84,1,1
2025,3,2,180,431250,24,431250,89,100,84,1,0
2025,3,2,180,272000,24,272000,89,100,84,1,0
2025,3,2,297,147000,24,147000,89,100,84,1,1
2025,3,2,297,106900,24,106900,89,100,84,1,1
2025,2,2,180,212750,24,212750,89,0,84,1,0
2025,2,2,180,108000,24,108000,89,0,84,1,1
2025,3,2,293,192300,24,192300,89,0,84,1,0
2025,3,2,293,130900,24,130900,89,0,84,1,1
2025,2,2,166,62128,24,62128,89,0,84,1,1
2025,2,2,166,62128,24,62128,89,0,84,1,1
2025,0,2,25,90000,24,90000,89,0,84,1,1
2025,0,2,25,43200,24,43200,89,0,84,1,1
2025,2,2,180,145800,24,145800,89,0,84,1,1
2025,2,2,180,83300,24,83300,89,0,84,1,1
2025,0,2,25,105000,24,105000,89,0,84,1,1
2025,0,2,25,85000,24,85000,89,0,84,1,1
2025,2,2,85,105000,24,105000,89,0,84,1,1
2025,2,2,85,72300,24,72300,89,0,84,1,1
2025,0,2,259,140000,24,140000,89,100,84,1,1
2025,0,2,259,130000,24,130000,89,100,84,1,1
2025,2,2,150,147900,24,147900,89,0,84,1,0
2025,2,2,150,72200,24,72200,89,0,84,1,1
2025,3,2,89,101500,24,101500,13,0,12,1,1
2025,3,2,89,54500,24,54500,13,0,12,1,1
2025,2,2,89,105000,24,105000,89,0,84,1,1
2025,2,2,89,72300,24,72300,89,0,84,1,1
2025,3,2,89,220300,24,220300,89,0,84,1,0
2025,3,2,89,175500,24,175500,89,0,84,1,0
2025,2,2,226,180800,24,180800,89,0,84,1,0
2025,2,2,226,144000,24,144000,89,0,84,1,1
2025,2,2,226,164400,24,164400,89,0,84,1,0
2025,2,2,226,144000,24,144000,89,0,84,1,1
2025,3,2,89,104000,24,104000,89,0,84,1,1
2025,3,2,89,56000,24,56000,89,0,84,1,1
2025,3,2,40,124400,24,124400,89,0,84,1,1
2025,3,2,40,99100,24,99100,89,0,84,1,1
2025,2,2,226,197200,24,197200,89,0,84,1,0
2025,2,2,226,158400,24,158400,89,0,84,1,0
2025,3,2,293,257200,24,257200,89,0,84,1,0
2025,3,2,293,204900,24,204900,89,0,84,1,0
2025,2,2,127,111000,24,111000,89,0,84,1,1
2025,2,2,127,54200,24,54200,89,0,84,1,1
2025,3,2,102,233800,24,233800,89,0,84,1,0
2025,3,2,102,204900,24,204900,89,0,84,1,0
2025,3,2,102,220700,24,220700,89,0,84,1,0
2025,3,2,102,175800,24,175800,89,0,84,1,0
2025,3,2,102,231000,24,231000,89,100,84,1,0
2025,3,2,102,147000,24,147000,89,100,84,1,1
2025,3,2,102,197400,24,197400,89,0,84,1,0
2025,3,2,102,144200,24,144200,89,0,84,1,1
2025,3,2,102,226900,24,226900,89,0,84,1,0
2025,3,2,102,117300,24,117300,89,0,84,1,1
2025,2,2,102,217500,24,217500,89,0,84,1,0
2025,2,2,102,147000,24,147000,89,0,84,1,1
2025,3,2,102,181000,24,181000,89,0,84,1,0
2025,3,2,102,144200,24,144200,89,0,84,1,1
2025,3,2,102,181000,24,181000,89,0,84,1,0
2025,3,2,102,144200,24,144200,89,0,84,1,1
2025,3,2,102,164600,24,164600,89,0,84,1,0
2025,3,2,102,144200,24,144200,89,0,84,1,1
2025,1,2,180,273800,24,273800,89,0,84,1,0
2025,1,2,180,239900,24,239900,89,0,84,1,0
2025,2,2,180,128600,24,128600,89,0,84,1,1
2025,2,2,180,62800,24,62800,89,0,84,1,1
2025,3,2,293,181000,24,181000,89,0,84,1,0
2025,3,2,293,144200,24,144200,89,0,84,1,1
2025,3,2,293,197400,24,197400,89,0,84,1,0
2025,3,2,293,144200,24,144200,89,0,84,1,1
2025,2,2,25,80000,24,80000,89,0,84,1,1
2025,2,2,25,75000,24,75000,89,0,84,1,1
2025,3,2,226,190900,24,190900,89,0,84,1,0
2025,3,2,226,127200,24,127200,89,0,84,1,1
2025,2,2,150,172000,24,172000,89,0,84,1,0
2025,2,2,150,75600,24,75600,89,0,84,1,1
2025,0,2,25,193000,24,193000,89,0,84,1,0
2025,0,2,25,84600,24,84600,89,0,84,1,1
2025,2,2,180,301200,24,301200,89,0,84,1,0
2025,2,2,180,239900,24,239900,89,0,84,1,0
2025,3,2,293,384200,24,384200,89,0,84,1,0
2025,3,2,293,280600,24,280600,89,0,84,1,0
2025,3,2,89,157700,24,157700,89,0,84,1,0
2025,3,2,89,92800,24,92800,89,0,84,1,1
2025,0,2,89,91600,24,91600,89,0,84,1,1
2025,0,2,89,61000,24,61000,89,0,84,1,1
2025,3,2,102,158000,24,158000,89,0,84,1,0
2025,3,2,102,105400,24,105400,89,0,84,1,1
2025,1,2,103,314960,24,314960,89,0,84,1,0
2025,1,2,103,164780,24,164780,89,0,84,1,0
2025,0,2,104,100000,24,100000,89,0,84,1,1
2025,0,2,104,70000,24,70000,89,0,84,1,1
2025,3,2,150,216400,24,216400,89,0,84,1,0
2025,3,2,150,144200,24,144200,89,0,84,1,1
2025,2,2,154,21600,7,22736,55,0,53,1,1
2025,2,2,154,21600,7,22736,55,0,53,1,1
2025,0,2,25,94300,24,94300,13,0,12,1,1
2025,0,2,25,62900,24,62900,13,0,12,1,1
2025,2,2,172,100000,2,71428,13,0,12,1,1
2025,2,2,172,95000,2,67857,13,0,12,1,1
2025,3,2,172,100000,2,71428,13,0,12,1,1
2025,3,2,172,95000,2,67857,13,0,12,1,1
2025,3,2,79,193000,24,193000,89,0,84,1,0
2025,3,2,79,84600,24,84600,89,0,84,1,1
2025,3,2,269,200000,24,200000,89,0,84,1,0
2025,3,2,269,100000,24,100000,89,0,84,1,1
2025,2,2,293,193000,24,193000,89,0,84,1,0
2025,2,2,293,84600,24,84600,89,0,84,1,1
2025,3,2,150,216000,24,216000,89,0,84,1,0
2025,3,2,150,129900,24,129900,89,0,84,1,1
2025,2,2,89,84100,24,84100,89,0,84,1,1
2025,2,2,89,40500,24,40500,89,0,84,1,1
2025,2,2,180,132700,24,132700,89,100,84,1,1
2025,2,2,180,73800,24,73800,89,100,84,1,1
2025,3,2,210,310000,24,310000,89,100,84,1,0
2025,3,2,210,240000,24,240000,89,100,84,1,0
2025,3,2,210,240000,24,240000,89,100,84,1,0
2025,3,2,210,205000,24,205000,89,100,84,1,0
2025,3,2,210,240000,24,240000,89,100,84,1,0
2025,3,2,210,205000,24,205000,89,100,84,1,0
2025,2,2,288,140000,24,140000,89,100,84,1,1
2025,2,2,288,100000,24,100000,89,100,84,1,1
2025,3,2,25,144900,24,144900,89,0,84,1,1
2025,3,2,25,115900,24,115900,89,0,84,1,1
2025,3,2,293,240000,24,240000,89,0,84,1,0
2025,3,2,293,144000,24,144000,89,0,84,1,1
2025,3,2,102,195000,24,195000,89,100,84,1,0
2025,3,2,102,120000,24,120000,89,100,84,1,1
2025,3,2,102,171800,24,171800,89,0,84,1,0
2025,3,2,102,96600,24,96600,89,0,84,1,1
2025,3,2,163,180000,24,180000,89,0,84,1,0
2025,3,2,163,80000,24,80000,89,0,84,1,1
2025,3,2,210,355000,24,355000,89,0,84,1,0
2025,3,2,210,211536,24,211536,89,0,84,1,0
2025,0,2,150,122200,24,122200,89,100,84,1,1
2025,0,2,150,67600,24,67600,89,100,84,1,1
2025,3,2,180,186200,24,186200,89,0,84,1,0
2025,3,2,180,138900,24,138900,89,0,84,1,1
2025,2,2,171,137860,24,137860,89,100,84,1,1
2025,2,2,171,81094,24,81094,89,100,84,1,1
2025,2,2,102,150200,24,150200,89,0,84,1,0
2025,2,2,102,96741,24,96741,89,0,84,1,1
2025,2,2,102,179000,24,179000,89,0,84,1,0
2025,2,2,102,112000,24,112000,89,0,84,1,1
2025,2,2,154,65000,24,65000,89,0,84,1,1
2025,2,2,154,55000,24,55000,89,0,84,1,1
2025,2,2,40,150000,24,150000,89,0,84,1,0
2025,2,2,40,120000,24,120000,89,0,84,1,1
2025,2,2,226,118700,24,118700,89,100,84,1,1
2025,2,2,226,86300,24,86300,89,100,84,1,1
2025,0,2,89,141000,24,141000,89,0,84,1,1
2025,0,2,89,74000,24,74000,89,0,84,1,1
2025,0,2,66,75000,24,75000,89,100,84,1,1
2025,0,2,66,63000,24,63000,89,100,84,1,1
2025,3,2,150,180000,24,180000,89,0,84,1,0
2025,3,2,150,135000,24,135000,89,0,84,1,1
2025,0,3,273,55000,24,55000,13,0,12,1,1
2025,0,3,273,34700,24,34700,13,0,12,1,1
2025,3,2,180,195500,24,195500,89,0,84,1,0
2025,3,2,180,161158,24,161158,89,0,84,1,0
2025,0,2,293,50000,24,50000,89,0,84,1,1
2025,0,2,293,40000,24,40000,89,0,84,1,1
2025,3,2,296,306280,24,306280,89,0,84,1,0
2025,3,2,296,153140,24,153140,89,0,84,1,0
2025,3,2,25,87000,24,87000,89,0,84,1,1
2025,3,2,25,69600,24,69600,89,0,84,1,1
2025,3,2,46,130000,24,130000,13,100,12,1,1
2025,3,2,46,110500,24,110500,13,100,12,1,1
2025,2,2,102,160850,24,160850,89,0,84,1,0
2025,2,2,102,95379,24,95379,89,0,84,1,1
2025,1,2,271,162000,24,162000,89,0,84,1,0
2025,1,2,271,145000,24,145000,89,0,84,1,1
2025,3,2,293,211180,24,211180,89,100,84,1,0
2025,3,2,293,127890,24,127890,89,100,84,1,1
2025,3,2,171,189240,24,189240,89,0,84,1,0
2025,3,2,171,126160,24,126160,89,0,84,1,1
2025,2,2,226,130000,24,130000,89,0,84,1,1
2025,2,2,226,70000,24,70000,89,0,84,1,1
2025,3,2,38,142025,24,142025,89,0,84,1,1
2025,3,2,38,88675,24,88675,89,0,84,1,1
2025,0,2,25,150000,24,150000,89,0,84,1,0
2025,0,2,25,100000,24,100000,89,0,84,1,1
2025,3,2,180,175900,24,175900,89,0,84,1,0
2025,3,2,180,117300,24,117300,89,0,84,1,1
2025,2,2,102,215600,24,215600,89,0,84,1,0
2025,2,2,102,150000,24,150000,89,0,84,1,0
2025,2,2,102,203000,24,203000,89,0,84,1,0
2025,2,2,102,123000,24,123000,89,0,84,1,1
2025,1,2,102,223900,24,223900,89,0,84,1,0
2025,1,2,102,135700,24,135700,89,0,84,1,1
2025,2,2,102,175400,24,175400,89,0,84,1,0
2025,2,2,102,106300,24,106300,89,0,84,1,1
2025,2,2,293,193000,24,193000,89,0,84,1,0
2025,2,2,293,84600,24,84600,89,0,84,1,1
2025,0,2,150,124800,24,124800,89,0,84,1,1
2025,0,2,150,76128,24,76128,89,0,84,1,1
2025,2,2,150,172000,24,172000,89,0,84,1,0
2025,2,2,150,75600,24,75600,89,0,84,1,1
2025,0,2,89,137000,24,137000,89,0,84,1,1
2025,0,2,89,60400,24,60400,89,0,84,1,1
2025,2,2,89,100000,24,100000,89,0,84,1,1
2025,2,2,89,80000,24,80000,89,0,84,1,1
2025,3,2,171,215000,24,215000,89,100,84,1,0
2025,3,2,171,135000,24,135000,89,100,84,1,1
2025,2,2,127,95000,24,95000,89,100,84,1,1
2025,2,2,127,55000,24,55000,89,100,84,1,1
2025,3,2,226,212500,24,212500,89,0,84,1,0
2025,3,2,226,145000,24,145000,89,0,84,1,1
2025,2,2,85,153400,24,153400,89,0,84,1,0
2025,2,2,85,105000,24,105000,89,0,84,1,1
2025,2,2,25,160000,24,160000,89,0,84,1,0
2025,2,2,25,160000,24,160000,89,0,84,1,0
2025,2,2,40,226500,24,226500,89,0,84,1,0
2025,2,2,40,160000,24,160000,89,0,84,1,0
2025,1,2,226,265080,24,265080,89,0,84,1,0
2025,1,2,226,176720,24,176720,89,0,84,1,0
2025,3,2,25,170760,24,170760,89,0,84,1,0
2025,3,2,25,113840,24,113840,89,0,84,1,1
2025,3,2,4,197400,24,197400,89,0,84,1,0
2025,3,2,4,144200,24,144200,89,0,84,1,1
2025,3,2,89,100000,8,126582,32,0,32,1,1
2025,3,2,89,75000,8,94936,32,0,32,1,1
2025,3,2,67,202800,24,202800,89,0,84,0,0
2025,3,2,67,117300,24,117300,89,0,84,0,1
2025,3,2,210,164500,24,164500,89,0,84,1,0
2025,3,2,210,116500,24,116500,89,0,84,1,1
2025,3,2,210,225300,24,225300,89,0,84,1,0
2025,3,2,210,155300,24,155300,89,0,84,1,0
2025,3,2,226,346200,24,346200,89,0,84,1,0
2025,3,2,226,197800,24,197800,89,0,84,1,0
2025,3,2,210,217900,24,217900,13,100,12,1,0
2025,3,2,210,217900,24,217900,13,100,12,1,0
2025,3,2,210,256500,24,256500,89,100,84,1,0
2025,3,2,210,218025,24,218025,89,100,84,1,0
2025,3,2,210,290200,24,290200,89,0,84,1,0
2025,3,2,210,165800,24,165800,89,0,84,1,0
2025,3,2,150,71000,8,89873,32,0,32,1,1
2025,3,2,150,71000,8,89873,32,0,32,1,1
2025,2,2,226,143900,24,143900,89,0,84,1,1
2025,2,2,226,112860,24,112860,89,0,84,1,1
2025,1,2,38,218860,24,218860,89,0,84,1,0
2025,1,2,38,168350,24,168350,89,0,84,1,0
2025,3,2,277,408500,24,408500,89,0,84,1,0
2025,3,2,277,233500,24,233500,89,0,84,1,0
2025,2,2,150,170000,24,170000,89,100,84,1,0
2025,2,2,150,140000,24,140000,89,100,84,1,1
2025,2,2,150,170000,24,170000,89,100,84,1,0
2025,2,2,150,140000,24,140000,89,100,84,1,1
2025,2,2,150,170000,24,170000,89,100,84,1,0
